Ighv1-37	IGKV2-28
TAS2R20	Oprk1
SLC37A4	Gpi1
Hebp1	OPRL1
Il3	Gfra3
Lpar5	Npffr1
Gnat2	Plcb4
Ighv8-12	Lat2
Gnat3	OXER1
Polr2l	Nop58
Igfbp5	P4hb
Arap3	ABR
Klk1b27	Klk1b9
Defa38	Defa43
Galnt5	C1galt1c1
Gm22812	Gm25474
Zfp981	Zfp985
Iglc1	IGHV4-34
Avp	Pth
Ighv8-4	Itk
NDE1	Cenpm
Man1b1	Mcfd2
Polr2i	Alyreffm8
Eif4ebp1	Eif4e
Nrtn	Gfra3
Lefty2	Acvr2a
APOB	Stam2
Or56a5	Gngt1
Dpysl4	Dpysl2
Arhgap35	ARHGEF4
Snrpa1	Sf3b1
Srsf1	Prpf6
Ralbp1	Rhoh
Dtx4	Nlrp4c
Ube2m	Cops7b
Cdc5lrt9	Rbm8a
FCF1	Dkc1
EEF1D	Rps25
Ubb	Aph1b
Cd2bp2	Sf3b2
Cpsf2	Magoh
Kcnj3	Gabbr2
S1pr3	Adora1
IGKV1-33	Pik3r1
Mrps5	Mrps17
TOLLIP	Myd88
PRAMEF25	Pramel36
Arhgef12	TAS2R46
PCGF2	Suz12
Pramel61	PRAMEF4
Ndc1	Sumo1
Tbx1	Tbx1
Fbxl12	Hectd2
Cdc5lrt10	Cwc15
PTEN	Plcb4
Eif3c	Rpl10a
Lpar6	Npffr2
Prkcb	IGLV1-44
Actn2	Fgf9
Kxd1	Eefsec
Lta4h	ALOX5
Sdccag8	Ccnb1
Lnpep	Ctss
MUC20	Galnt15
Ubc	RNF181
Gan	Keap1
Eaf2	Paf1
Rxfp1	Rxfp2
Arap3	Rhoc
Ccl21d	Ccl27al
Crk	IGHV4-39
Pced1b	Pced1b
Polr2k	Nop56
Pik3r5	Gpr83
Kiss1	Trh
Topbp1	Exo1
Il5	Nrg1
Cdk9	Ccnk
Snord116l11	Snord116l12
Fau	Smg5
Apol9a	Cst3
Lyrm2	Lyrm2
Fancc	Usp1
Arhgap39	Srgap2
IVL	SPRR2F
REG1CP	REG1CP
Tfpt	Actb
Mrps27	Mrpl37
Rhobtb1	Vav3
Ighv1-56	Ighe
Rfc5	Fen1
Uqcrc1	COX5B
Atp6v1b2	Atp6v1d
Ighv1-53	C2
Tas2r102	Fpr-rs7
Shisa5	Eva1a
Ddx1	CPSF1
Adam10	Epha5
NXNL2	NXNL2
Pkp2	Prss8
Snrpa	GPKOW
Uba52rt	Rpl3
Lama3	Plec
Ighv6-5	IGHV3-13
Trim21	Fbxw21
Muc3a	Galnt12
Sf3a2	Cwc22rt5
Ndufa13	Ndufaf6
Ighv1-63	Igkv6-17
Nmur1	Edn3
Jup	Cdh15
Fpr-rs4	Nts
Cep78	Cep135
Mrps34	Mrpl36
Fem1c	Cops6
Eif4a3l1	Alyreffm2
Chrm1	Ptafr
Cep78	Tubgcp4
Pdyn	NPBWR2
Tacr2	Ffar2
Ccl27al	Ccl19
FBXO17	Cul3
Ighv8-2	Igkv18-36
Bud31	Cwc22rt1
Pcdhb4	PCDHB5
Krtap1-4	Krtap2-21
Gpc6	Bgn
Prokr2	Ltb4r2
Ppil1	SKIV2L2
Ston2	Hgs
Uba52rt	Hcfc1
Polr2h	Ptbp1
Stag1	Cenpm
Kalrn	Fgd2
Arpc4	Was
Hnrnpr	Hnrnpm
Fbxw14	Siah1a
Ighv1-15	Arpc3
Ighv1-24	FCN3
Bloc1s4	Arrb1
Gm5849	S100a8
Ccl9	Adcy9
Tas2r138	Adora3
Q86W51	Q86W51
Tab1	Ly96
PRAMEF25	Pramel12
Cd79a	Dapp1
BC004004	BC004004
CSNK2B	Dvl2
Il13ra1	Stat1
Trav7n-5	Trav7-5
Muc4	St6gal1
Pik3r4	Becn1
Ddx42	Cwc22
Tas2r125	Tas2r135
Slc25a10	Mdh1
Pfdn6	Tuba3b
Fbxo2	Asb12
Ighv1-37	Masp1
Tek	Kras
Gspt2	Rpl26
Cdc5lrt1	Hnrnpd
Cul3	Klhl2
Tas2r137	Gnaz
Ighv8-13	IGKV2-28
Ighv1-85	C1s2
Cyp3a41a	Cyp3a13
Vav1	Pdpk1
Srsf2	Pabpn1
EEFSEC	Rpl27
Igfbp7	Calu
Ilrun	Ilrun
Cnot1	Cnot4
IGHV3-11	IGLV3-27
Adcy4	Sstr1
Gnal	Or10a5
Ighv8-12	Igkv6-20
Apeh	Rpsa
IGLV3-1	Plcg2
LST1	Lst1
Gnb3	Gabbr1
Cxcl16	Tas2r120
Alyreffm4	Snrnp40
Smc1a	Gm28490
Mrps31	Mrps18a
C3	C4A
SNRPD2	Sf3b6
Rpl7a	RPS4Y1
Alyreffm10	Ppihl
Pth2	P2RY11
Ndufs1	Idh3g
Serpina1a	Lamc1
Haus6	Ywhae
Cd3d	Epn1
ECT	ECT
Papola	Dhx15
Dctn3	TUBGCP5
Anapc4	Anapc10
Erbb3	Fgf5
Gtf2h4	Cops8
IGLV1-47	IGLV2-23
Cacna1c	Cacng3
Klhl22	Asb1
Ska1	Pds5a
Lpar4	Qrfpr
Sptb	Ncam1
Sctr	GPR32
Fzd5	Wnt11
Pick1	Gria3
Pak1	MAPK4
Gpr161	Wdr35
Cdc37	Hsp90aa1
Actr2	Stam
Tpx2	Sdccag8
Pramel30	PRAMEF11
Gm25157	Gm25155
Myo18b	Myo18b
SNORD22	SNORD22
Eefsec	Rpl27a
Fbxo2	Fbxo22
Psmb3	Psmd1
Sptbn4	Copz2
Gm57478	Syne1
Grin2c	Sptbn4
Lpar2	TAS2R9
Med23	Med25
Arf4	Cd59a
Pias4	Ppp5c
Cep78	Cep192
Cep72	Dctn3
Mrgprb5	Mrgprb5
Or2t35	Gngt1
Hsd17b3	Hsd3b6
Gnal	Or7d10
Serpind1	Sparcl1
WBP11	Snrpa1
Grin2d	Fyn
Mc5r	Gnb1
PSMC4	Adrm1b
Gosr2	Sec23ip
Dhx9	Cdc5lrt5
Fgf16	Pspn
YWHAE	Tsc2
Cul1	Fbxo7
Eif2b5	Rps23
Pik3cg	Cxcl16
Gm25155	Snord116l5
Sprr3	SPRR2B
Gpc2	Gpc5
Copz2	Cd55b
Rapgef1	Crk
Fbxl12	Unkl
H3P30	H3P30
Ppa1	Gmps
Cxcl10	Chrm2
LTB4R2	Edn2
Tbc1d4	Ywhaq
Cpsf4	Sympk
Vamp3	Hip1r
TAS2R30	Npy5r
Thoc3	Casc3
Taar1	Adora2b
Sly	Pot1a
TAS2R7	Adora3
Oxtr	Grm7
Mrps27	Mrpl54
Ranbp2	Cdc40
Pagr1a	Kdm6a
Hnrnpd	Hnrnpf
Fbxw25	Kbtbd7
Pramel51	Gm13043
Pramel53	Pramel25
Ccl6	Ackr3
Fbxw7	Asb14
IGLV7-43	Btk
Ly96	Ube2v1
ATP5F1	Ndufv3
Ap1s2	VAMP7
Srsf1	Rbm5
Ces2b	Ces2c
Penk	Apln
Psmd13	Psmc3
Defa35	Cd4
Sst	CCL16
Pkd1	Exoc5
Serpina1a	Afp
Ppwd1	Phf5a
Ighv1-20	Igkv6-13
Plk1	Dync1h1
Rpl7a	EEF1D
ATP5H	Ndufa2
GTF2H1	Supt5
Fyn	Epha2
Cdk6	Cdkn2d
Ndufs5	Gm10053
Gna11	Dgki
Ndufs2	ATP5D
TCEB3C	Cdc73
Dynll1	Kif3c
Ube2i	Gm21858
Tubb4a	LOC400927-CSNK1E
Jak1	Il11ra2
Gpr27	Rxfp2
Ddx46	Pcbp1
Pdk4	Pdp2
Srsf11	Txnl4a
MAGEL2	MAGEL2
CCL25	Gnai2
Prpf6	Nudt21
TRAPPC4	F8
Il6	Chrdl1
RPL31	Ssr3
Atp6v1b1	Atp6v1c1
Phax	Gemin6
Zfp457	Zfp738
PRAMEF13	Pramel30
Nup62	Rbm8a2
Ngfr	Ikbkb
Cd177	Pecam1
Papola	Syf2
IGHD	Igkv7-33
UTS2R	Ffar2
Timp1	Apol7e
Ctsc	NSF
Anxa1	Oprm1
Mrpl3	Mrpl14
Sec24d	Ppp6r3
Gtf2f1	U2surp
Rnf7l	Asb10
P2ry6	Grm5
Rcn1	Fuca2
Myoc	Myoc
MEP1A	MEP1A
Ncbp2	Rps6
C130073F10Rik	Pramel38
Ighv8-13	Masp1
IGLV6-57	Lcp2
Fbxo44	Ubr2
Cct6a	Tubb4b
Ubb	Fan1
Herc2	HIST3H3
Rpl35a	Spcs3
NDUFA3	ATP8
Fus	Phf5a
Ccl20	Nmur1
Mbl2	IGKV3-20
Dctn3	Kif5a
Polr2d	SNRNP27
Sgo2b	Nup37
Tacr3	MLN
Pold1	Ddb1
Copg1	Cd55b
Ppp2ca	RPL21
Eef1a1	Rpl35a
Sf3a3	Sugp1
Ndufa1	Ndufv3
Dync1i2	Fbf1
Ndufs1	ND1
Oog2	Pramel33
Mtnr1a	TAS2R60
Phf21b	Phf21b
Mrpl32	Mrps28
IGLV1-44	Igkv6-25
FPR3	Tas2r126
Kif4	Kif9
Ogdh	NDUFA11
Fbxl20	Asb9
Srsf5	Cwc15
P2ry6	Oxtr
Nfkb2	Nod1
Prpf4	Snrnp70
Rpa2	Lig3
SPIN2B	Gm14332
Rbmyf4	Rbmyf5
Kxd1	Rfc1
Polr2a	Lsm7
ARAP1-AS1	ARAP1-AS1
Il6	Apol10a
Necap1	Slc2a8
Fshb	Drd5
Ighv6-4	IGHV3-48
TUBA3E	Tuba4a
RPA4	Mcm3
Puf60	Alyreffm3
Cdk2	Anapc4
Gtf2h3	Cops7a
RPS11	Rpl22
Pdgfrb	Nrg1
Ptk2	Sptbn2
Col20a1	COL18A1
Fbxo30	Cops5
Fbxl18	Fbxo31
Cdc5lrt10	Snrnp40
Prkcb	Cbl
Ppef2	Ppef2
Fbxo32	Btbd1
Tinf2	Gm21858
Fpr2	Pik3cg
Phax	Ints5
Ighv1-52	C1s2
Tas2r120	Tas2r123
Gpr68	Plcb4
Ighv1-43	Ighv6-4
Cdc5lrt1	Cwc22rt4
Idh3g	Rhag
Mybpc3	Tnnc1
Tcap	Tnnt1
Galr3	Fpr2
Pramel46	Pramel49
Cort	Tas2r126
Polr2i	Alyreffm11
Gna11	Tac1
Snord116l13	Gm22776
Racgap1	Kif23
Tas2r102	Gnaz
Pramel36	Pramel51
Pogk	Pogk
Tas2r118	Chrm4
IGHV1-2	Igkv2-112
Smg7	Rnps1
Atp6v0c	Atp6v1a
Ccnt2	Gtf2e1
Chrm3	Pik3r6
IGHV3-53	Igkv6-14
TAS2R7	Ccr3
Serpina1c	FAM20C
Fzd2	Fzd4
Cope	Ank1
Arfgap3	SURF4
Gm26365	Gm23862
Ighv1-47	Vav1
IGHV2-70	IGHD
Klk1b21	Klk1b3
Nrg2	Fgf7
Apol11b	Ahsg
PRAMEF9	Pramel41
Cacna1d	Cacng6
Muc13	MUCL1
SERPINA1	Golga2
Npsr1	Edn3
Atp2b2	Atp2b2
Ighv1-56	Ighv8-11
Erbb4	Ptpra
IGHV1-46	Cd79a
Vta1	Mvb12a
Tas2r103	Gpr55
IL3RA	Rasgrp1
Rho	Exoc6
PPIAL4E	PPIAL4E
Cebpa	Cebpa
Kat5	Gen1
Bid	Diablo
Zfp473	Lsm10
Plcb1	Dgkh
Trf	FGA
S1pr3	TAS2R43
Elob	Ccnk
Tas2r115	Oprl1
Rpl13a	Rps28
Gnat3	Hc
Cep290	Cep89
Gprc6a	Gna15
Pcyt1b	Chkb
Wsb1	Fbxo21
Ighv1-69	IGLV1-40
Polr2k	Polr1a
Upf3a	RPL21
Nup62	Ctu2
Gna12	App
Ccl28	Gng2
Srsf11	Sf3b6
Cysltr1	Edn3
Pramel12	PRAMEF8
FAM83A-AS1	FAM83A-AS1
P2ry1	Ednra
FGA	Apoa2
App	Gna15
Sp1	Srrt
Gan	Fbxo32
Apob	Spp2
Plcb1	Anxa1
Gm23141	Snord116l15
Fbn1	Aplp2
ATP5D	ATP8
Fbxw16	Keap1
Cdc5lrt8	Gtf2f1
Haus1	Ywhag
Lamb2	Cst3
SP110	SP110
Srsf7	Rnps1
Ighv1-62-3	Prkcb
Gar1	Utp18
Mcm7	Pole2
Knl1	Nde1
Mrps34	Mrpl55
Spp1	Serpina1a
Nop10	Rps6
Ubb	Derl1
Sec22a	Sec22a
Nae1	Ercc8
NDUFA3	ND3
Rpl38	Rpl27
HLA-DQA1	Ap2b1
DCP1B	Lsm5
Vav2	Tyrobp
Cables2	Cables2
Ighv8-2	Igkv6-23
Chrm3	Xcl1
Ccl20	Tas2r130
App	Lamc1
Cwc15	Hnrnph2
Ocrl	Dnm2
Eefsec	RPS2
Supt5	Ccnk
Fcer1g	IGLV2-8
Sec24b	Golga2
Tas2r123	Cxcr2
Qrfpr	Ltb4r2
Gnb1	Or11l3
Gm26504	Snord116l13
P2ry13	HTR1E
Ccnt2	Ccnk
Polr2k	POLD3
Ighv1-67	Ighv8-9
Muc20	MUC5AC
Tubb4a	Tubgcp5
Adra2a	App
VAMP7	Scarb2
Pramel17	PRAMEF9
Uba52rt	Arhgef18
RPL36A	Ssr1
Ighv10-1	Igkv8-34
Shroom3	Shroom3
Fbxl15	Nae1
Mtnr1b	Grm7
Adcy2	Fshb
Nup88	Rbm8a
Mat1a	Comt
Tcl1b1	Tcl1b1
Pik3cb	Trib3
Mapk3	S100A12
Arhgap18	Rhoj
Sec11c	Srpra
Srsf11	Alyreffm6
Vamp3	VAMP7
App	RXFP3
Tas2r113	Sucnr1
Mrpl22	Mtif3
Synj1	Ap2a1
CWC25	Cwc22
Rps20	Ssr1
Polr2k	Bcas2
Pramel22	Pramel43
Stap1	Stap1
Ighv8-12	Ighv1-26
Itpr1	Igkv6-17
ATP5S	ATP5F1
Gm13043	Gm12790
Cyfip2	Ighv1-64
Npsr1	Adra1a
Nop56	UTP4
PRAMEF27	Pramel61
Zfp985	Zfp760
Rbx1	Wdr5
Pramel51	Pramel29
Gm24618	Snord116l1
Mcm6	Pole4
Krtap10-29	Krtap10-30
Raf1	Nras
PRAMEF15	Pramel53
Apol11a	F5
TAS2R14	OXER1
Cox7b	Uqcrfs1
Iglc1	Ighv6-4
Ptpn3	Stam2
Dnajc8	Usp39
Dcaf13	Utp15
Rpl35a	MAGOHB
Gm24760	Snord116l5
Igkv2-137	Fcgr2b
Ncbp1	Snrpg
Taar1	Ptgir
APOB	Fnbp1l
Ndufa11	Ndufv3
Pomc	Tas2r144
Prdm12	Prdm12
Gm22258	Gm24711
Tacr1	Avpr1a
Tfip11	Bud31
Ighv1-52	Serping1
U2af1l4	Nup35
Riok2	Nob1
PQBP1	Lsm2
NDUFA6	Ndufa3
Polr2i	Nup43
Alyreffm11	Ranbp2
Adcy1	Npy5r
Nmu	Cckar
Gdi1	Rgp1
Zp3	POMZP3
Grin2d	Ranbp9
Srsf4	Sart1
Pramel50	Pramel20
Met	Ubb
App	Afp
Tas2r126	Gabbr1
Ighv14-4	Dock1
Tsr1	Rps8
Rab11fip3	Rho
ZNF662	ZNF662
Plrg1	Ddx23
Cnr2	Agtr1a
Cpsf7	Aqr
Atr	Mcm6
Ccr4	NPW
Ndufc1	Dlst
IL3RA	Nrg4
IL3RA	Egf
Igkv8-30	IGKV3-20
Ighv1-43	IGKV3-11
MCHR2	Edn1
Rpl19	Rplp2-ps1
IGKV1-5	Syk
Chmp4b	Ubb
Iapp	Gip
Trappc10	Trappc13
GPKOW	HSPA8
Taf1b	Polr1c
Pik3c2g	Plekha2
Ahsg	Serpina10
Nup188	Ran
Fbxo40	Unkl
Pcsk9	Apol8
Ddx42	SNU13
Erbb4	Fgf20
Cdk9	Pou2f2
Cdc5lrt4	Lsm7
Cdc5lrt6	HNRNPH1
CEP20	CEP20
Snord116l16	Gm22128
ATP5D	ND3
Synj2	Pi4k2a
Krt5	Krt26
IGLV2-8	IGLV3-19
Cep250	TUBGCP3
Elavl1	Polr2j
FBXO17	Klhl5
Srsf9	Eif4a3l1
Dock1	Igkv15-103
Nabp1	Ints6
Igkv2-112	Ighv1-55
Lamtor3	Akt1
Rdh19	STRA6
F2	Chrm1
B4galt5	Muc6
Mrpl41	Mrps5
Spsb3	Kctd7
Col26a1	Col9a1
DHRS4	DHRS4
Krtap2-4	Krtap10-32
Polr2k	Ints1
Ybx1	Xab2
Gna12	CCL25
Avpr2	Adcy6
Chst7	Ncan
Fyn	Lat2
KRT74	Krt16
Taar1	Adm
Ubc	Psmc1
HLA-DQB2	HLA-DOA
Gng3	Kcnj12
Nphp4	SDCCAG8
Mrps25	Mtif2
Casp8ap2	Casp8ap2
Ctnnb1	Tcf7
Cdc5lrt5	Hnrnpa3
Mc4r	Adcyap1r1
Neurl2	Fbxl5
Snrpb2	Snrnp200
Ubc	Nrg2
Srgap1	Rhoh
Helq	Helq
DUSP16	DUSP16
Pramel14	Pramel21
Cacna2d1	CACNA1C
EIF4A3	RPLP1
Rpl22	Rpl6
Atp1a4	Atp1b3
Mfsd10	Mfsd10
Snrpd1	Alyreffm8
Eaf1	Polr2a
Chrna1	Chrnb2
Agk	Map2k1
Tas2r108	Cxcl16
Ercc1	Parp1
CCL23	Sstr4
Tlr2	DEFB103A
Vcp	Cftr
Actr3	Ighv1-80
Arhgap15	Fgd2
Lmna	Gm20837
Ccl6	Tas2r139
Sec24c	Trappc6b
MLNR	SAA1
TAS2R10	Sstr2
Mrpl48	Mrps12
Terf2	Gm21861
Ttc12	Ttc12
Ndn	Ndn
Trnt1	Trdmt1
Mtnr1b	Cxcr2
Grin2a	Fgf16
Zfp991	Zfp945
Rcc2	Ccnb1
Sqor	Suox
GAGE12I	GAGE12I
Ift81	Ift57
Tas2r118	Tas2r107
Cck	F2rl2
Zc3h8	Pou2f1
Arhgef16	Arhgap32
Stard8	Rhot2
Rbm8a2	RPL41
Trappc2l	Trappc11
Ighv1-67	Ighv10-3
RPL18	Eif3m
KRT3	KRT31
Eif4a3l1	Rpl37
Ccl28	P2ry4
Oog3	Pramel57
Runx3	Trp53
Dcun1d1	Asb8
Timp1	Chrdl1
Zfp992	Zfp984
Cenpa	Nup37
Eed	Aebp2
Rpl11	Rpl22
Gas6	C4a
Ighv1-16	C4A-2
Polr2l	Taf10
Fbxl22	Asb9
Nmu	Cxcl13
Avpr2	Dnm2
Hnrnpa2b1	Lsm6
RPL10	Rps26
Fbxw8	Fbxo27
Ccnk	Nedd4l
Ndufa10	NDUFA6
Gria2	Gria1
Ripk2	Tnip2
Tpm2	Mylk
ADCY4	S1pr5
Cluap1	Kif3a
Srrm2	Hnrnpd
Tas2r136	CXCL5
Rpl19	Spcs3
Upf1	Rpl34
BDP1	Polr1c
Ighv1-85	Grap2
Ddx5	Prpf8
Stc2	CYR61
Cxcr4	Oprk1
Spta1	Hgf
Cckbr	Grk5
Pla2g2a	Pla2g4a
Gm20792	Stag3
Rbbp5	Ncoa6
C1R	IGKV1D-33
Barx2	Barx2
Poldip3	Cstf2t
CCL23	Ccr8
Stam	Itsn1
Lsm7	Cwc22rt3
Or2f1b	Gngt1
Stc2	Itih2
Ighv10-1	C2
Grin2a	Fgf5
Rab6a	Bicd1
Gm20870	Syne1
Fbxl8	Znrf2
Galr2	Adora1
Cdkn1b	Nrg1
Ift27	Ift122
Tas2r138	Sst
Smad4	Tgif1
Fbxw20	Lmo7
Krtap10-25	Krtap12-23
Nmb	Adra1a
Srsf6	Alyreffm3
Eef1a1	Uba52rt
C3	Cst5
Gpc1	Hs6st1
Nup88	NPM1
Mir490	Mir490
Fbxl20	Socs3
Ezh2	Ajuba
Jchain	IGHV4-39
RPS24	Rps5
Rpp38	Riok2
Ntsr2	Lpar4
Ccp110	Tubb5
Synj1	Inpp1
Dyrk1b	DYRK1B
Pdgfrb	Sptb
Rhod	Fam13b
Pik3cb	Gfra2
Tfpt	INO80D
Krt16	KRT40
Cyfip1	Ighv14-4
Itgav	Tgfb3
Krtap10-24	KRTAP4-5
Or4c10b	Gnb1
Gm20792	Rec8
Lmnb1	Gm20736
P2ry10	Grm5
Fgf18	Rasgrp4
Slc39a11	Slc39a11
Yipf6	Yipf6
Ctnnbl1	Cwc22rt2
Srsf6	NUPL2
Sarnp	Nxf1
TAS2R8	Ptgdr2
Adm2	Drd5
Ykt6	BET1L
CETN2	Ccnh
Ston2	Eps15l1
Opn4	Adra1d
KRTAP5-1	KRTAP5-1
C1R	Ighv1-53
Uqcrc2	COX2
Cul5	Cul2
Ap2m1	HSPA8
Shc1	Igkv17-127
Ighv8-5	Grap2
Pacsin2	Rps27a
Ccr3	Tas2r120
Trrap	Morf4l2
Dnajc8	Hnrnpm
Rab1b	Tmem115
TAS2R31	DRD4
Tas2r114	AI182371
Ssna1	Ckap5
RPA4	Mcm5
Elavl2	Sf3a2
Gm23971	Gm24950
Ccl21a	Bdkrb1
Eif4a3l1	Lsm6
Med1	Ppara
RPS11	Rpl38
Eef1g	Rps8
Rbbp6	Rbck1
Eef1a1	Rpl3
Rfc5	Rad52
Cops2	Asb5
Galr3	Ccr10
Cdc5lrt9	Srsf1
Fbxw27	Ubc
Gsdmc3	Gsdmc2
Adck2	Adck2
Kxd1	UBE2D4
Cstf2t	HNRNPR
PRAMEF8	Pramel56
Ighv1-63	Arpc1a
Rpa1	Cdk4
Exosc6	Exosc7
FAM20C	Cdh2
Itk	Ighv8-4
Eif4g1	Cnot4
Prpf8	Smndc1
Rhot1	Arhgef5
Lrrfip1	Ctnnb1
Snrpb2	Alyreffm10
Sstr3	Kng2
Fpr-rs7	NPBWR2
Mrps26	Mrpl23
Ltbp1	Amtn
Cdc42	Ephb2
KIF4B	Copz1
RPS12	Srp54b
GCGR	Tshr
Ggps1	Fdft1
Ywhag	Ppp3r1
Reps1	Wnt5a
Ints12	Ints5
Eftud2	Alyreffm17
Pla2g2a	Mtmr3
Nhlh1	Nhlh1
Terf1	Lmna
Ccl9	P2ry12
IGHV3-30	Cd22
Sptbn4	Il3
Fbxo17	Cops2
Gzmf	Gzmn
Ighv1-47	Itpr1
Matn3	Chgb
KIR2DL5A	KIR2DL5A
Dctn1	Ckap5
Haus7	Iqcb1
Chmp2b	Uba52rt
Rae1	Nup35
Tas2r118	Ackr3
Sstr4	Ccr3
SKA1	Cenpc1
Ighv8-11	IGHE
Spin2-ps10	Spin2f
Sycp2	Gm1993
Rragd	Lamtor5
Nms	GPR132
Ndufa11	Ndufa2
Masp2	Igkv6-13
Tas2r105	Ccr3
Galr2	Ccr5
Hnrnph2	Bud31
Khsrp	Rnps1
Smc1a	Syce1
Wsb2	Tes3-ps
Gpr4	LTB4R
Gm25074	Gm25157
Zfp989	Zfp984
Ubiad1	F9
Ndufa5	Ndufaf7
Adcy5	Prkar1a
Arhgap45	Abr
Eef1g	RPL5
Vav1	Pip5k1c
GPRC5C	GPRC5C
Elavl1	Ncbp2
Ash2l	Kmt2a
Gsdmc3	Gsdmc3
Mrpl40	Mrpl30
IGKV1-16	C1qb
Fbxw4	Socs5
Hrh1	Gpr4
Pik3r5	Sucnr1
Snrpe	Cwc22rt6
Ffar3	Uts2
Mrpl41	MRPS12
IGLV1-40	Igkv8-26
Srp68	RPS4Y1
Mrpl27	Mrpl48
Irak2	Ikbkb
Ccl6	LTB4R2
Sirpb1c	Ptk2b
Tex12	REC8
Pik3cb	Kitl
Lcp2	Igkv6-15
IGLV7-43	C1s1
Igkv17-127	Elmo2
Cops4	Fbxo30
Alyreffm13	Pcbp1
GCGR	PROKR1
Kit	Stat5a
Srrm2	Cwc22rt4
Rpl19	MAGOHB
Srsf11	Slu7
Cep70	Tubb5
Jup	Cdh10
Ighv1-52	Grap2
Mrpl35	Mrps17
Krt14	Krt85
Pomc	Pmch
Plk1	Haus5
Cd2bp2	Cwc15
Gm23265	Snord116l11
Cxcl12	Tas2r126
Ighv1-62-3	Ighv8-5
Ehmt1	Ube2c
Srp9	Rps18
Polr2e	NOP10
Pramel28	Pramel20
Vamp8	Ap1m1
RPS3A	RPL7A
Tubb6	Tubal3
EIF4A3	Lsm4
Frs2	Jak2
P2ry2	Cckbr
Ereg	Plcg1
Tram1	Rps4x
Adora3	Nmur2
Ighv1-16	Vav2
Spsb4	Klhl22
Rac1	Epha10
Hrh4	Hrh3
Krt5	Krt6b
Phf5a	Bcas2
Hspa1l	Hspa1l
Gnal	Or7g23
Fbxo22	Asb12
P2ry2	Mchr1
Txnl4a	Alyreffm12
CWC25	SNU13
Xab2	Usp7
Ywhae	Dennd1b
Mrpl20	MRPL23
Fpr3	SAA1
PRAMEF5	Pramel54
Gm55308	Gm55387
Uqcrfs1	Ndufb11b
TAS2R14	Hc
IGHV4-59	C1qb
Pomc	Npbwr1
Samsn1	Samsn1
Hebp1	Plcb1
Or2a51	Or2a20
Aaas	Tnpo1
Cdk8	Nedd4l
Htr2b	Arhgef25
Ighv1-81	IGHV3-7
Actr2	Gapvd1
Wdr33	Snrnp70
Tas2r106	Mchr1
TAS2R19	Insl5
Fbxw14	Ubr2
Cfap95	Cfap95
Chst9	Ncan
Tgm1	Csta2
Cstf2t	DHX16
IGHV3-53	Masp2
Car2	Pdhx
Tgm1	Tchh
Ubc	HRAS
Cdc42	Arpc1a
PSME1	Psma1
Tas2r125	Hebp1
Mdm4	Jmy
Mybpc3	Myl2
Npy4r	Cxcr3
Rab10	Chml
WASF5P	WASF5P
Pik3cg	S1pr3
Ndufaf5	Ndufb5
Akt1	Lck
Gdi2	Rab35
Trappc2	Serpina1a
Hcar1	Gpr18
Ccnt2	Pou2f2
Galr3	Adra2a
IGKV3-15	IGLV3-1
Ctnnbl1	Hnrnph2
Npy5r	Pik3r6
Rhog	Ect2
Mrpl32	Mrps35
Igkv18-36	IGHA2
Ift52	Ift122
Apln	Agtr2
Peli3	Traf6
Fgf10	Pdpk1
Eif3f	Rpl6
BDP1	Polr3b
Eif5	Eif4e
Tufm	Mrps35
Sorbs1	Myl9
Erbb3	Rps27a
Ywhab	Pdgfb
Ighv1-75	Igkv8-28
Il6ra	Cbl
Iglc3	Ighv1-53
Gtf2f2	Dhx16
Nmu	Htr1b
Cnr1	Npy1r
TAS2R8	Htr1a
Arhgap44	Vav3
Tas2r109	Ccl28
Srsf2	Nup35
Ifnar2	Ifna6
Fbxw4	Fbxw13
Gbp9	Gbp8
DYT7	DYT7
Rec8	Stag2
Gspt2	Eif4a3l2
Krtap10-25	Krtap12-21
Rps13	Rps9
Plcb1	GABBR1
NDE1	Nup85
Ndufaf2	Ndufv3
Or7g16	Gngt1
Myo1c	HIST2H3A
Rhoh	Arhgef7
Nop10	Emg1
Cyfip2	Ighv1-47
KRT3	KRT38
Ednrb	Xcl1
Rbck1	Chuk
Mmp19	Lama3
Tas2r136	Sstr5
Sf3a2	Ppihl
Sptbn1	Dctn3
Kif2b	Hdac8
Zfp831	Zfp831
Cep97	Pafah1b1
Asb11	Ccdc22
SDCCAG8	Tctn2
Skp1	Tes3-ps
MYH11	Pxn
Mrps22	MRPL23
Arhgdig	Rhof
Cdk9	Ice1
Slu7	Alyreffm5
Rab39	Cog1
IGLV7-43	Ighv1-81
Gspt2	RPL39
Fpr-rs3	Ltb4r2
Psmb2	Adrm1
TIMM17B	Tomm40
Hrh4	CXCL2
Grm4	Agtr1a
Psmb3	Psmd10
Defa26	Defa29
PTEN	Pdgfa
Hrh1	Casr
Txnl4a	Snrpf
Artn	Mapk7
Ccdc167	Ccdc167
Gm28998	HIST1H4I
Polr2f	Snrnp200
Rasa1	Pdgfrb
TTC30B	Ift46
Arhgap32	Rhob
Upf1	Rpl10a
Pdcd7	Hnrnpr
Bcr	Fgf2
Tra2b	Alyreffm15
Igkv2-112	Ighv1-82
Sycp2	Syne1
Eif4a3l1	Snrpd3
Srsf4	Polr2b
Smndc1	DHX16
Hsd3b2	Hsd3b3
Cdc5lrt4	Pqbp1
SIRT1-AS	SIRT1-AS
